canonical_smiles,molecule_chembl_id,standard_units,standard_value,units,value
CS(=O)(=O)c1ccc(C2=C(c3ccc(C(F)(F)F)cc3)CC3(CC3)C2)cc1,CHEMBL329999,nM,2.0,uM,0.002
CS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(Cl)c3)CC3(CC3)C2)cc1,CHEMBL88286,nM,7.0,uM,0.007
NS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CC3(CC3)C2)cc1,CHEMBL17184,nM,3.0,uM,0.003
CS(=O)(=O)c1ccc(C2=C(c3ccc(OC(F)(F)F)cc3)CC3(CC3)C2)cc1,CHEMBL89263,nM,135.0,uM,0.135
CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3F)CC3(CC3)C2)cc1,CHEMBL314297,nM,22.0,uM,0.022
CS(=O)(=O)c1ccc(C2=C(c3ccc(Cl)cc3)CC3(CC3)C2)cc1,CHEMBL327384,nM,1.0,uM,0.001
COc1ccc2c(c1)c(Cc1nc(-c3ccc(F)cc3)cs1)c(C)n2C(=O)c1ccc(Cl)cc1,CHEMBL283660,nM,12.0,nM,12.0
NS(=O)(=O)c1ccc(C2=C(c3ccc(C(F)(F)F)cc3)CC3(CC3)C2)cc1,CHEMBL330314,nM,1.0,uM,0.001
COc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)CC3(CC3)C2)cc1Cl,CHEMBL315585,nM,2.0,uM,0.002
CCCCCCCCCCCCCCCc1cccc(OC)c1CSc1nc2cc([N+](=O)[O-])ccc2[nH]1,CHEMBL159206,nM,2270.0,uM,2.27
NS(=O)(=O)c1ccc(C2=C(c3ccc(OC(F)(F)F)cc3)CC3(CC3)C2)cc1,CHEMBL88649,nM,130.0,uM,0.13
COc1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)CC3(CC3)C2)cc1F,CHEMBL88550,nM,10.0,uM,0.01
CCCCCCCCCCCCCCCc1cccc(OCC)c1CSc1nc2cc(OC)ccc2[nH]1,CHEMBL353353,nM,6250.0,uM,6.25
CS(=O)(=O)c1ccc(C2=C(c3ccc4c(c3)OCO4)CC3(CC3)C2)cc1,CHEMBL88549,nM,2.5,uM,0.0025
NS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(Cl)c3)CC3(CC3)C2)cc1,CHEMBL312822,nM,1.5,uM,0.0015
CCCCCCCCCCCCCCCc1cccc(OCC)c1CSc1nc2cc([N+](=O)[O-])ccc2[nH]1,CHEMBL158842,nM,384000.0,uM,384.0
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CHEMBL6,nM,30.0,nM,30.0
COc1ccc2c(c1)c(Cc1nc(-c3ccc(Br)cc3)cs1)c(C)n2C(=O)c1ccc(Br)cc1,CHEMBL27982,nM,30.0,nM,30.0
CC1(C)CC(c2ccc(F)cc2)=C(c2ccc(S(C)(=O)=O)cc2)C1,CHEMBL89578,nM,15000.0,uM,15.0
CCCCCCCCCCCCCCCc1cccc(OCC)c1CSc1nc2ccccc2[nH]1,CHEMBL158421,nM,1470.0,uM,1.47
CS(=O)(=O)c1ccc(C2=CC3(C=C2c2ccc(F)cc2)CC3)cc1,CHEMBL89429,nM,2.6,uM,0.0026
CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CC3(CCC3)C2)cc1,CHEMBL90447,nM,4.0,uM,0.004
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(F)cc2)cc1,CHEMBL28527,nM,41.0,uM,0.041
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccccc2Cl)cc1,CHEMBL29533,nM,56.0,uM,0.056
NS(=O)(=O)c1ccc(-n2ncc(Cl)c2-c2ccccc2)cc1,CHEMBL282301,nM,49.0,uM,0.049
COc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL29839,nM,8.0,uM,0.008
CN(C)c1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL28881,nM,4.7,uM,0.0047
CCc1cc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)ccc1OC,CHEMBL30236,nM,430.0,uM,0.43
COc1ccc(-c2ccccc2-c2ccc(S(C)(=O)=O)cc2)cc1Cl,CHEMBL299567,nM,11400.0,uM,11.4
CS(=O)(=O)c1ccc(-c2cc(F)c(F)cc2-c2ccc(F)c(Cl)c2)cc1,CHEMBL52760,nM,10.0,uM,0.01
NS(=O)(=O)c1ccc(-c2cc(F)c(F)cc2-c2ccc3c(c2)OCO3)cc1,CHEMBL300600,nM,4.0,uM,0.004
Cc1cc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)ccc1Cl,CHEMBL55805,nM,3.0,uM,0.003
CN(C)c1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)cc1Cl,CHEMBL299806,nM,8.0,uM,0.008
CSc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL283178,nM,9.0,uM,0.009
CCc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL28801,nM,860.0,uM,0.86
Cc1ccc(-c2c(C#N)cnn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL28528,nM,76.0,uM,0.076
NS(=O)(=O)c1ccc(-c2ccccc2-c2ccc(F)c(Cl)c2)cc1,CHEMBL54412,nM,17.0,uM,0.017
CNc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL29439,nM,16.0,uM,0.016
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(CO)cc2)cc1,CHEMBL745,nM,93300.0,uM,93.3
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)c(C)c1,CHEMBL283038,nM,120.0,uM,0.12
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccccc2)cc1,CHEMBL29920,nM,32.0,uM,0.032
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)cc2Cl)cc1,CHEMBL281978,nM,56.0,uM,0.056
NS(=O)(=O)c1ccc(-n2nc(CO)cc2-c2ccc(Cl)cc2)cc1,CHEMBL282838,nM,830.0,uM,0.83
N#Cc1cc(-c2ccc(F)cc2)n(-c2ccc(S(N)(=O)=O)cc2)n1,CHEMBL29136,nM,340.0,uM,0.34
COc1ccc(-c2ccccc2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,CHEMBL54039,nM,19.0,uM,0.019
CS(=O)(=O)c1ccc(-c2cc3c(cc2-c2ccc(F)cc2)OCO3)cc1,CHEMBL298729,nM,83.0,uM,0.083
CN(C)c1ccccc1-c1cc(C(F)(F)F)nn1-c1ccc(S(N)(=O)=O)cc1,CHEMBL27733,nM,14300.0,uM,14.3
COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)cc1OC,CHEMBL52889,nM,340.0,uM,0.34
Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)nc1,CHEMBL54619,nM,330.0,uM,0.33
Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,CHEMBL299251,nM,170.0,uM,0.17
Cc1ccccc1-c1cc(C(F)(F)F)nn1-c1ccc(S(N)(=O)=O)cc1,CHEMBL28599,nM,69.0,uM,0.069
COc1ccccc1-c1cc(C(F)(F)F)nn1-c1ccc(S(N)(=O)=O)cc1,CHEMBL29942,nM,290.0,uM,0.29
Nc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL282084,nM,340.0,uM,0.34
COc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1C,CHEMBL29887,nM,9.3,uM,0.0093
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c(F)c2-c2ccccc2)cc1,CHEMBL29766,nM,1.7,uM,0.0017
COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)cc1Cl,CHEMBL52019,nM,19.0,uM,0.019
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c(Cl)c2-c2ccc(Cl)cc2)cc1,CHEMBL280636,nM,5.3,uM,0.0053
Cc1cc(-c2ccccc2)n(-c2ccc(S(N)(=O)=O)cc2)n1,CHEMBL29492,nM,62800.0,uM,62.8
CS(=O)(=O)c1ccc(-c2ccccc2-c2ccc(Cl)cc2)cc1,CHEMBL55188,nM,140.0,uM,0.14
COc1ccc(-c2ccccc2-c2ccc(S(N)(=O)=O)cc2)cc1F,CHEMBL442166,nM,33.0,uM,0.033
COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)cc1C,CHEMBL418448,nM,13.0,uM,0.013
COc1c(C)cc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,CHEMBL29844,nM,66.0,uM,0.066
CS(=O)(=O)c1ccc(-c2ccccc2-c2ccc(F)cc2)cc1,CHEMBL291912,nM,260.0,uM,0.26
NS(=O)(=O)c1ccc(-c2ccccc2-c2ccc(F)cc2)cc1,CHEMBL294715,nM,61.0,uM,0.061
Cc1cc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)ccc1F,CHEMBL52020,nM,2.0,uM,0.002
Cc1cc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)ccc1F,CHEMBL443791,nM,5.0,uM,0.005
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CHEMBL6,nM,900.0,uM,0.9
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2cccc(F)c2)cc1,CHEMBL29620,nM,7730.0,uM,7.73
N#Cc1nn(-c2ccc(S(N)(=O)=O)cc2)c(-c2ccc(Cl)cc2)c1Cl,CHEMBL29840,nM,10.0,uM,0.01
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(C(F)(F)F)cc2)cc1,CHEMBL285831,nM,8230.0,uM,8.23
COc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1OC,CHEMBL282360,nM,600.0,uM,0.6
CSc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1C,CHEMBL28913,nM,3.7,uM,0.0037
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c(O)c2-c2ccccc2)cc1,CHEMBL282752,nM,3580.0,uM,3.58
NS(=O)(=O)c1ccc(-n2ncc(Br)c2-c2ccc(Cl)cc2)cc1,CHEMBL27975,nM,31.0,uM,0.031
CS(=O)(=O)c1ccc(-c2cc(F)c(F)cc2-c2ccc3c(c2)OCCO3)cc1,CHEMBL54746,nM,340.0,uM,0.34
Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)cc1C,CHEMBL300601,nM,23.0,uM,0.023
NC(=O)c1nn(-c2ccc(S(N)(=O)=O)cc2)c(-c2ccc(Cl)cc2)c1Cl,CHEMBL287170,nM,1090.0,uM,1.09
NS(=O)(=O)c1ccc(-c2ccccc2-c2ccc(Cl)cc2)cc1,CHEMBL52402,nM,6.0,uM,0.006
COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1OC,CHEMBL52888,nM,65.0,uM,0.065
Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1C,CHEMBL54326,nM,5.0,uM,0.005
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc([N+](=O)[O-])cc2)cc1,CHEMBL28664,nM,2630.0,uM,2.63
Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cn1,CHEMBL292413,nM,51.0,uM,0.051
COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1C,CHEMBL51860,nM,5.0,uM,0.005
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)cc2)cc1,CHEMBL282093,nM,10.0,uM,0.01
NS(=O)(=O)c1ccc(-n2ncc(F)c2-c2ccccc2)cc1,CHEMBL286277,nM,4660.0,uM,4.66
CS(=O)(=O)c1ccc(-c2ccccc2-c2ccc(F)c(Cl)c2)cc1,CHEMBL52454,nM,360.0,uM,0.36
Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)cc1Cl,CHEMBL417748,nM,13.0,uM,0.013
Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,CHEMBL54327,nM,3.0,uM,0.003
Cc1c(C(F)(F)F)nn(-c2ccc(S(N)(=O)=O)cc2)c1-c1ccc(Cl)cc1,CHEMBL29133,nM,22.0,uM,0.022
CS(=O)(=O)c1cnn(-c2ccc(S(N)(=O)=O)cc2)c1-c1ccc(Cl)cc1,CHEMBL281001,nM,19800.0,uM,19.8
COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1F,CHEMBL55072,nM,13.0,uM,0.013
NS(=O)(=O)c1ccc(-n2nc(CO)c(Cl)c2-c2ccc(Cl)cc2)cc1,CHEMBL287447,nM,340.0,uM,0.34
Nc1cnn(-c2ccc(S(N)(=O)=O)cc2)c1-c1ccccc1,CHEMBL28487,nM,29700.0,uM,29.7
COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,CHEMBL55348,nM,13.0,uM,0.013
CS(=O)(=O)c1ccc(-c2cc(F)c(F)cc2-c2ccc3c(c2)OCO3)cc1,CHEMBL416126,nM,12.0,uM,0.012
Cc1cccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)c1,CHEMBL29923,nM,110.0,uM,0.11
COc1c(Cl)cc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,CHEMBL300597,nM,21.0,uM,0.021
NS(=O)(=O)c1ccc(-c2cc(F)c(F)cc2-c2ccc3c(c2)OCCO3)cc1,CHEMBL55395,nM,32.0,uM,0.032
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccccc2F)cc1,CHEMBL418574,nM,58.0,uM,0.058
COc1c(C(F)(F)F)nn(-c2ccc(S(N)(=O)=O)cc2)c1-c1ccccc1,CHEMBL29842,nM,80.0,uM,0.08
Cc1nn(-c2ccc(S(N)(=O)=O)cc2)c(-c2ccccc2)c1Cl,CHEMBL283086,nM,28.0,uM,0.028
NS(=O)(=O)c1ccc(-c2cc(F)c(F)cc2-c2ccc(F)cc2)cc1,CHEMBL296384,nM,4.0,uM,0.004
CCc1c(C(F)(F)F)nn(-c2ccc(S(N)(=O)=O)cc2)c1-c1ccc(Cl)cc1,CHEMBL29083,nM,28.0,uM,0.028
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)c(Cl)c2)cc1,CHEMBL29717,nM,15.0,uM,0.015
CS(=O)(=O)c1ccc(-c2cc(Cl)c(Cl)cc2-c2ccc(F)cc2)cc1,CHEMBL54945,nM,240.0,uM,0.24
NS(=O)(=O)c1ccc(-c2cc(F)c(F)cc2-c2ccc(F)c(Cl)c2)cc1,CHEMBL52820,nM,2.0,uM,0.002
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL118,nM,40.0,uM,0.04
CS(=O)(=O)c1ccc(-c2cc(F)c(F)cc2-c2ccc(F)cc2)cc1,CHEMBL442164,nM,14.0,uM,0.014
Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)nc1,CHEMBL292607,nM,52300.0,uM,52.3
CNc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,CHEMBL30084,nM,27.0,uM,0.027
Cc1cnn(-c2ccc(S(N)(=O)=O)cc2)c1-c1ccccc1,CHEMBL280573,nM,47100.0,uM,47.1
CN(C)c1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1F,CHEMBL29899,nM,5.7,uM,0.0057
Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL54370,nM,4.0,uM,0.004
COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)cc1F,CHEMBL54649,nM,21.0,uM,0.021
Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)cc1,CHEMBL293771,nM,7.0,uM,0.007
CN(C)c1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,CHEMBL52872,nM,6.0,uM,0.006
Cc1cc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)ccc1Cl,CHEMBL57837,nM,6.0,uM,0.006
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CHEMBL6,nM,26.0,uM,0.026
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CHEMBL6,nM,460.0,uM,0.46
CC(C)(C)c1cc(-c2nnc(S)o2)cc(C(C)(C)C)c1O,CHEMBL276916,nM,47000.0,uM,47.0
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OC1CCCCC1,CHEMBL7162,nM,190.0,uM,0.19
CCCSc1nnc(-c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)s1,CHEMBL275838,nM,100000.0,uM,100.0
CC(C)(C)c1cc(-c2nnc(SCCN)s2)cc(C(C)(C)C)c1O,CHEMBL274271,nM,41000.0,uM,41.0
CSc1nnc(-c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)o1,CHEMBL274457,nM,4100.0,uM,4.1
COc1nc(-c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)ns1,CHEMBL276739,nM,100000.0,uM,100.0
CS(=O)(=O)c1ccc(-c2sc3nc(C(F)(F)F)nn3c2-c2ccccc2)cc1,CHEMBL156482,nM,3.0,uM,0.003
CC(C)c1nc2sc(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccccc3)n2n1,CHEMBL348115,nM,11.0,uM,0.011
CSc1nnc(-c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)s1,CHEMBL12532,nM,150.0,uM,0.15
CC(C)(C)c1cc(-c2nnc(N=C(N)N)o2)cc(C(C)(C)C)c1O,CHEMBL16878,nM,23000.0,uM,23.0
CCSc1nnc(-c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)o1,CHEMBL16819,nM,6500.0,uM,6.5
CSc1nnc(-c2nc(C(C)(C)C)c(O)c(C(C)(C)C)n2)s1,CHEMBL275188,nM,1400.0,uM,1.4
CC(C)(C)c1cc(-c2nsc(NC#N)n2)cc(C(C)(C)C)c1O,CHEMBL17229,nM,47.0,uM,0.047
CS(=O)(=O)c1ccc(-c2sc3ncnn3c2-c2ccc(F)c(F)c2)cc1,CHEMBL348645,nM,48.0,uM,0.048
COc1c(C(C)(C)C)cc(-c2nnc(S)s2)cc1C(C)(C)C,CHEMBL16828,nM,1500.0,uM,1.5
C=Cc1nc2sc(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccccc3)n2n1,CHEMBL157714,nM,6.0,uM,0.006
C=Cc1nc2sc(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccccc3)n2n1,CHEMBL157714,nM,4100.0,uM,4.1
CC(C)(C)c1cc(-c2nnc(N=C(N)N)s2)cc(C(C)(C)C)c1O,CHEMBL16826,nM,17000.0,uM,17.0
COc1cccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)sc3ncnn23)c1,CHEMBL347378,nM,260.0,uM,0.26
CCSc1nnc(-c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)s1,CHEMBL279801,nM,140.0,uM,0.14
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CHEMBL6,nM,5800.0,uM,5.8
CS(=O)(=O)c1ccc(-c2c(-c3ccccc3)sc3nncn23)cc1,CHEMBL157623,nM,230.0,uM,0.23
CS(=O)(=O)c1ccc(-c2sc3ncnn3c2-c2ccccc2)cc1,CHEMBL158316,nM,10.0,uM,0.01
CS(=O)(=O)c1ccc(-c2sc3ncnn3c2-c2ccccc2)cc1,CHEMBL158316,nM,2300.0,uM,2.3
CS(=O)(=O)c1ccc(-c2cc(Br)sc2-c2ccc(F)cc2)cc1,CHEMBL42485,nM,2.0,uM,0.002
CS(=O)(=O)c1ccc(-c2cc(Br)sc2-c2ccc(F)cc2)cc1,CHEMBL42485,nM,60.0,uM,0.06
CC(C)(C)c1cc(-c2nnc(N)s2)cc(C(C)(C)C)c1O,CHEMBL417073,nM,3500.0,uM,3.5
CC(C)(C)c1cc(-c2nnc(NC#N)o2)cc(C(C)(C)C)c1O,CHEMBL16814,nM,11000.0,uM,11.0
CS(=O)(=O)c1ccc(-c2sc3ncnn3c2-c2ccc(F)cc2)cc1,CHEMBL156493,nM,36.0,uM,0.036
CNc1nnc(-c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)s1,CHEMBL279755,nM,9600.0,uM,9.6
COc1c(C(C)(C)C)cc(-c2nnc(SC)s2)cc1C(C)(C)C,CHEMBL280326,nM,340.0,uM,0.34
CC(C)(C)c1cc(-c2noc(NC#N)n2)cc(C(C)(C)C)c1O,CHEMBL16981,nM,64.0,uM,0.064
COc1nnc(-c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)s1,CHEMBL16881,nM,3000.0,uM,3.0
CC(C)(C)c1cc(-c2nsc(O)n2)cc(C(C)(C)C)c1O,CHEMBL279308,nM,1100.0,uM,1.1
Cc1nc2sc(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccccc3)n2n1,CHEMBL348087,nM,20.0,uM,0.02
Cc1nc2sc(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccccc3)n2n1,CHEMBL348087,nM,10000.0,uM,10.0
CC(C)(C)c1cc(-c2nsc(N=C(N)N)n2)cc(C(C)(C)C)c1O,CHEMBL17104,nM,27000.0,uM,27.0
CCN(CC)CCSc1nnc(-c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)s1,CHEMBL279336,nM,19000.0,uM,19.0
CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(F)cc2)cc1,CHEMBL274990,nM,310.0,uM,0.31
CS(=O)(=O)c1ccc(-c2sc3ncnn3c2-c2cc(F)cc(F)c2)cc1,CHEMBL155980,nM,80.0,uM,0.08
CCc1nc2sc(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccccc3)n2n1,CHEMBL156399,nM,15.0,uM,0.015
CS(=O)(=O)c1ccc(-c2sc3nncn3c2-c2ccccc2)cc1,CHEMBL346288,nM,450.0,uM,0.45
CS(=O)(=O)c1ccc(-c2sc3ncnn3c2-c2cccc(F)c2)cc1,CHEMBL157820,nM,22.0,uM,0.022
CS(=O)(=O)c1ccc(-c2sc3ncnn3c2-c2cccc(F)c2)cc1,CHEMBL157820,nM,4200.0,uM,4.2
CS(=O)(=O)c1ccc(-c2sc3nc(C(F)(F)F)nn3c2-c2cccc(F)c2)cc1,CHEMBL155927,nM,13.0,uM,0.013
CC(C)(C)c1cc(-c2nnc(NN)s2)cc(C(C)(C)C)c1O,CHEMBL16891,nM,1300.0,uM,1.3
CCSc1nnc(-c2nc(C(C)(C)C)c(O)c(C(C)(C)C)n2)s1,CHEMBL17218,nM,2000.0,uM,2.0
Cc1nc2sc(-c3ccc(S(C)(=O)=O)cc3)c(-c3cccc(F)c3)n2n1,CHEMBL348104,nM,150.0,uM,0.15
Cc1nc2sc(-c3ccc(S(C)(=O)=O)cc3)c(-c3cccc(F)c3)n2n1,CHEMBL348104,nM,14000.0,uM,14.0
Cc1cccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)sc3nc(C(F)(F)F)nn23)c1,CHEMBL421826,nM,3.0,uM,0.003
CC(C)(C)c1cc(-c2nnc(S)s2)cc(C(C)(C)C)c1O,CHEMBL16659,nM,5500.0,uM,5.5
CS(=O)(=O)c1ccc(-c2c(-c3ccccc3)sc3ncnn23)cc1,CHEMBL346094,nM,32.0,uM,0.032
CCOc1nnc(-c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)s1,CHEMBL16733,nM,6100.0,uM,6.1
CC1(C)OC(=O)C(Oc2ncc(Cl)cc2Cl)=C1c1ccc(S(C)(=O)=O)cc1,CHEMBL110824,nM,40.0,uM,0.04
CC1(C)OC(=O)C(Oc2ncc(Cl)cc2Cl)=C1c1ccc(S(C)(=O)=O)cc1,CHEMBL110824,nM,40.0,uM,0.04
CC1(C)OC(=O)C(Oc2ccc(Br)cn2)=C1c1ccc(S(C)(=O)=O)cc1,CHEMBL322703,nM,20.0,uM,0.02
CC1(C)OC(=O)C(Oc2ccc(Br)cn2)=C1c1ccc(S(C)(=O)=O)cc1,CHEMBL322703,nM,30.0,uM,0.03
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL118,nM,56.7,uM,0.0567
CC1(C)OC(=O)C(Oc2ccc(Cl)cn2)=C1c1ccc(S(C)(=O)=O)cc1,CHEMBL320585,nM,20.0,uM,0.02
CC1(C)OC(=O)C(Oc2ccc3[nH]ccc3c2)=C1c1ccc(S(C)(=O)=O)cc1,CHEMBL322276,nM,30.0,uM,0.03
CC1(C)OC(=O)C(Oc2ccc3[nH]ccc3c2)=C1c1ccc(S(C)(=O)=O)cc1,CHEMBL322276,nM,240.0,uM,0.24
CC1(C)OC(=O)C(Oc2ccccn2)=C1c1ccc(S(C)(=O)=O)cc1,CHEMBL110822,nM,120.0,uM,0.12
CC1(C)OC(=O)C(Oc2ccccn2)=C1c1ccc(S(C)(=O)=O)cc1,CHEMBL110822,nM,120.0,uM,0.12
CC1(C)OC(=O)C(Oc2cccc(Cl)n2)=C1c1ccc(S(C)(=O)=O)cc1,CHEMBL108857,nM,350.0,uM,0.35
CC1(C)OC(=O)C(Oc2cccc(Cl)n2)=C1c1ccc(S(C)(=O)=O)cc1,CHEMBL108857,nM,3600.0,uM,3.6
CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,CHEMBL122,nM,20.0,uM,0.02
CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,CHEMBL122,nM,500.0,uM,0.5
CC1(C)OC(=O)C(Oc2ccc3ccccc3n2)=C1c1ccc(S(C)(=O)=O)cc1,CHEMBL321597,nM,330.0,uM,0.33
CC1(C)OC(=O)C(Oc2ccc3ccccc3n2)=C1c1ccc(S(C)(=O)=O)cc1,CHEMBL321597,nM,660.0,uM,0.66
CC1(C)OC(=O)C(Oc2cnccn2)=C1c1ccc(S(C)(=O)=O)cc1,CHEMBL320273,nM,550.0,uM,0.55
CC1(C)OC(=O)C(Oc2cnccn2)=C1c1ccc(S(C)(=O)=O)cc1,CHEMBL320273,nM,3800.0,uM,3.8
CC1(C)OC(=O)C(Oc2ccc3sccc3c2)=C1c1ccc(S(C)(=O)=O)cc1,CHEMBL108512,nM,20.0,uM,0.02
CC1(C)OC(=O)C(Oc2ccc3sccc3c2)=C1c1ccc(S(C)(=O)=O)cc1,CHEMBL108512,nM,80.0,uM,0.08
